SR NO.,Car Name,Year,Distance,Owner,Fuel,Location,Drive,Type,Price,,,,,,,,
1218,Hyundai Creta,11-Jul-05,12000,2,PETROL,MH-12,Automatic,SUV,1258000,,,,,,,,
1219,Hyundai Creta,08-Jul-05,101807,2,DIESEL,GJ-10,Automatic,SUV,895000,,,,,,,,
1220,Hyundai Creta,12-Jul-05,12975,1,PETROL,KA-04,Automatic,SUV,1855000,,,,,,,,
1221,Hyundai Creta,11-Jul-05,80463,1,DIESEL,KA-04,Automatic,SUV,1274000,,,,,,,,
1222,Hyundai Creta,07-Jul-05,86667,1,DIESEL,MH-46,Manual,SUV,925000,,,,,,,,
1223,Hyundai Creta,11-Jul-05,20269,2,PETROL,DL-4C,Automatic,SUV,1121000,,,,,,,,
1224,Hyundai Creta,11-Jul-05,15589,1,PETROL,DL-12,Manual,SUV,1056000,,,,,,,,
1225,Hyundai Creta,12-Jul-05,33827,1,PETROL,PB-10,Manual,SUV,1112000,,,,,,,,
1226,Hyundai Creta,12-Jul-05,60328,2,PETROL,TN-74,Manual,SUV,1101000,,,,,,,,
1227,Hyundai Creta,08-Jul-05,43672,1,PETROL,KA-03,Manual,SUV,998000,,,,,,,,
1228,Hyundai Creta,10-Jul-05,57263,1,DIESEL,UP-16,Automatic,SUV,1009000,,,,,,,,
1229,Hyundai Creta,09-Jul-05,105384,2,PETROL,,Manual,SUV,799000,,,,,,,,
1230,Hyundai Elite i20,11-Jul-05,47231,1,PETROL,GJ-27,Manual,HatchBack,613000,,,,,,,,
1231,Hyundai Elite i20,10-Jul-05,36778,1,CNG,DL-8C,Manual,HatchBack,587000,,,,,,,,
1232,Hyundai Elite i20,07-Jul-05,50419,1,PETROL,DL-12,Manual,HatchBack,474000,,,,,,,,
1233,Hyundai Elite i20,06-Jul-05,71000,2,PETROL,PB-10,Manual,HatchBack,234000,,,,,,,,
1234,Hyundai Elite i20,13-Jul-05,66161,2,PETROL,KA-01,Manual,Sedan,662000,,,,,,,,
1235,Hyundai Elite i20,04-Jul-05,52092,2,PETROL,KA-04,Manual,HatchBack,332000,,,,,,,,
1236,Hyundai Elite i20,10-Jul-05,19158,1,PETROL,TN-59,Manual,Sedan,654000,,,,,,,,
1237,Hyundai Elite i20,07-Jul-05,94121,2,PETROL,TS-08,Manual,HatchBack,549000,,,,,,,,
1238,Hyundai Elite i20,07-Jul-05,72961,1,PETROL,KA-51,Manual,HatchBack,649000,,,,,,,,
1239,Hyundai Elite i20,11-Jul-05,51237,1,PETROL,HR-26,Manual,HatchBack,735000,,,,,,,,
1240,Hyundai Elite i20,10-Jul-05,97274,1,DIESEL,TS-07,Manual,HatchBack,768000,,,,,,,,
1241,Hyundai Elite i20,09-Jul-05,62148,2,PETROL,DL-4C,Manual,HatchBack,476000,,,,,,,,
1242,Hyundai Elite i20,08-Jul-05,44230,2,PETROL,WB-06,Manual,HatchBack,437000,,,,,,,,
1243,Hyundai Elite i20,10-Jul-05,91609,1,PETROL,TN-85,Manual,HatchBack,559000,,,,,,,,
1244,Hyundai Elite i20,10-Jul-05,39478,1,PETROL,TS-13,Manual,HatchBack,740000,,,,,,,,
1245,Hyundai Elite i20,09-Jul-05,63899,1,PETROL,CH-01,Manual,HatchBack,574000,,,,,,,,
1246,Hyundai Elite i20,08-Jul-05,35690,2,PETROL,DL-9C,Manual,HatchBack,535000,,,,,,,,
1247,Hyundai Elite i20,12-Jul-05,44394,1,PETROL,HR-51,Manual,HatchBack,669000,,,,,,,,
1248,Hyundai Elite i20,06-Jul-05,48192,1,PETROL,DL-3C,Manual,HatchBack,474000,,,,,,,,
1249,Hyundai Elite i20,07-Jul-05,50476,1,PETROL,KA-05,Manual,HatchBack,673000,,,,,,,,
1250,Hyundai Elite i20,09-Jul-05,28830,1,PETROL,DL-4C,Manual,HatchBack,590000,,,,,,,,
1251,Hyundai Elite i20,12-Jul-05,49087,1,PETROL,KA-50,Manual,HatchBack,762000,,,,,,,,
1252,Hyundai Elite i20,08-Jul-05,48886,1,PETROL,TN-11,Manual,HatchBack,619000,,,,,,,,
1253,Hyundai Elite i20,09-Jul-05,83608,1,PETROL,UP-16,Manual,HatchBack,556000,,,,,,,,
1254,Hyundai Elite i20,08-Jul-05,49994,1,PETROL,WB-02,Manual,HatchBack,561000,,,,,,,,
1255,Hyundai Elite i20,09-Jul-05,30534,1,PETROL,KA-53,Manual,HatchBack,690000,,,,,,,,
1256,Hyundai Elite i20,08-Jul-05,57459,1,PETROL,KA-53,Manual,HatchBack,658000,,,,,,,,
1257,Hyundai Elite i20,09-Jul-05,48063,1,PETROL,DL-9C,Manual,HatchBack,563000,,,,,,,,
1258,Hyundai Elite i20,06-Jul-05,39175,1,PETROL,UP-16,Manual,HatchBack,505000,,,,,,,,
1259,Hyundai Elite i20,10-Jul-05,65441,1,CNG,GJ-06,Manual,HatchBack,579000,,,,,,,,
1260,Hyundai Elite i20,11-Jul-05,72801,1,PETROL,GJ-01,Manual,HatchBack,613000,,,,,,,,
1261,Hyundai Elite i20,09-Jul-05,48285,1,PETROL,KA-51,Manual,HatchBack,706000,,,,,,,,
1262,Hyundai Elite i20,07-Jul-05,90327,1,DIESEL,TS-08,Manual,HatchBack,547000,,,,,,,,
1263,Hyundai Elite i20,11-Jul-05,9169,2,PETROL,MH-04,Manual,HatchBack,609000,,,,,,,,
1264,Hyundai Elite i20,09-Jul-05,49229,1,PETROL,TS-07,Manual,HatchBack,663000,,,,,,,,
1265,Hyundai Elite i20,09-Jul-05,44783,1,CNG,DL-8C,Manual,HatchBack,528000,,,,,,,,
1266,Hyundai Elite i20,11-Jul-05,52748,1,PETROL,GJ-27,Manual,HatchBack,681000,,,,,,,,
1267,Hyundai Elite i20,06-Jul-05,29018,1,PETROL,DL-7C,Manual,HatchBack,441000,,,,,,,,
1268,Hyundai Elite i20,10-Jul-05,86925,1,DIESEL,GJ-36,Manual,HatchBack,741000,,,,,,,,
1269,Hyundai Elite i20,10-Jul-05,60795,2,PETROL,MH-12,Manual,HatchBack,618000,,,,,,,,
1270,Hyundai Elite i20,07-Jul-05,41664,1,PETROL,DL-11,Manual,HatchBack,465000,,,,,,,,
1271,Hyundai Elite i20,09-Jul-05,20448,1,PETROL,DL-12,Manual,HatchBack,648000,,,,,,,,
1272,Hyundai Elite i20,08-Jul-05,71941,2,PETROL,UP-14,Manual,HatchBack,521000,,,,,,,,
1273,Hyundai Elite i20,11-Jul-05,61162,1,PETROL,MH-12,Manual,HatchBack,570000,,,,,,,,
1274,Hyundai Elite i20,07-Jul-05,26750,1,PETROL,HR-26,Manual,HatchBack,505000,,,,,,,,
1275,Hyundai Elite i20,10-Jul-05,64031,2,CNG,HR-10,Manual,HatchBack,587000,,,,,,,,
1276,Hyundai Elite i20,08-Jul-05,73202,1,PETROL,TS-11,Manual,HatchBack,675000,,,,,,,,
1277,Hyundai Elite i20,08-Jul-05,72732,1,PETROL,KA-53,Manual,HatchBack,598000,,,,,,,,
1278,Hyundai Elite i20,09-Jul-05,19364,1,PETROL,DL-1C,Manual,HatchBack,649000,,,,,,,,
1279,Hyundai Elite i20,11-Jul-05,108140,1,PETROL,,Manual,HatchBack,613000,,,,,,,,
1280,Hyundai Elite i20,10-Jul-05,22237,1,PETROL,GJ-01,Manual,HatchBack,645000,,,,,,,,
1281,Hyundai Elite i20,10-Jul-05,24248,2,PETROL,DL-12,Manual,HatchBack,551000,,,,,,,,
1282,Hyundai Elite i20,07-Jul-05,59287,2,PETROL,MH-02,Manual,HatchBack,457000,,,,,,,,
1283,Hyundai Elite i20,10-Jul-05,22249,1,PETROL,KA-02,Manual,HatchBack,752000,,,,,,,,
1284,Hyundai Elite i20,09-Jul-05,37567,1,PETROL,HR-26,Manual,HatchBack,618000,,,,,,,,
1285,Hyundai Elite i20,09-Jul-05,67262,1,PETROL,DL-5C,Manual,HatchBack,543000,,,,,,,,
1286,Hyundai Elite i20,07-Jul-05,70917,1,DIESEL,MH-04,Manual,HatchBack,548000,,,,,,,,
1287,Hyundai Elite i20,10-Jul-05,68622,1,PETROL,KL-63,Manual,HatchBack,573000,,,,,,,,
1288,Hyundai Elite i20,08-Jul-05,46369,1,PETROL,KA-53,Manual,HatchBack,665000,,,,,,,,
1289,Hyundai Elite i20,10-Jul-05,21333,1,PETROL,MH-04,Manual,HatchBack,637000,,,,,,,,
1290,Hyundai Elite i20,12-Jul-05,32667,1,PETROL,MH-03,Manual,HatchBack,662000,,,,,,,,
1291,Hyundai Elite i20,08-Jul-05,84135,2,PETROL,MP-04,Manual,HatchBack,513000,,,,,,,,
1292,Hyundai Elite i20,08-Jul-05,17666,2,PETROL,WB-24,Manual,HatchBack,559000,,,,,,,,
1293,Hyundai Elite i20,09-Jul-05,28696,1,PETROL,MH-05,Manual,HatchBack,543000,,,,,,,,
1294,Hyundai Elite i20,10-Jul-05,44165,2,PETROL,DL-4C,Manual,HatchBack,573000,,,,,,,,
1295,Hyundai Elite i20,10-Jul-05,44946,1,PETROL,GJ-16,Manual,HatchBack,579000,,,,,,,,
1296,Hyundai Elite i20,06-Jul-05,106479,1,PETROL,,Manual,HatchBack,416000,,,,,,,,
1297,Hyundai Elite i20,08-Jul-05,115440,1,DIESEL,GJ-27,Manual,HatchBack,603000,,,,,,,,
1298,Hyundai Elite i20,07-Jul-05,47753,2,PETROL,MH-46,Manual,HatchBack,470000,,,,,,,,
1299,Hyundai Elite i20,10-Jul-05,42849,1,PETROL,RJ-45,Manual,HatchBack,554000,,,,,,,,
1300,Hyundai Elite i20,08-Jul-05,47045,1,PETROL,TN-20,Manual,HatchBack,648000,,,,,,,,
1301,Hyundai Elite i20,07-Jul-05,58583,1,PETROL,TS-07,Manual,HatchBack,504000,,,,,,,,
1302,Hyundai Elite i20,09-Jul-05,37701,1,PETROL,DL-1C,Manual,HatchBack,512000,,,,,,,,
1303,Hyundai Elite i20,11-Jul-05,39839,1,PETROL,PB-10,Automatic,HatchBack,861000,,,,,,,,
1304,Hyundai Elite i20,07-Jul-05,42000,2,PETROL,WB-06,Manual,HatchBack,393000,,,,,,,,
1305,Hyundai Elite i20,08-Jul-05,49441,1,PETROL,HR-26,Manual,HatchBack,556000,,,,,,,,
1306,Hyundai Elite i20,08-Jul-05,40841,1,PETROL,TS-10,Manual,HatchBack,699000,,,,,,,,
1307,Hyundai Elite i20,07-Jul-05,59470,1,PETROL,KA-05,Manual,HatchBack,658000,,,,,,,,
1308,Hyundai Elite i20,11-Jul-05,40424,1,PETROL,TS-07,Manual,HatchBack,727000,,,,,,,,
1309,Hyundai Elite i20,11-Jul-05,71277,1,PETROL,TS-08,Manual,HatchBack,682000,,,,,,,,
1310,Hyundai Elite i20,10-Jul-05,27933,1,PETROL,MH-01,Manual,HatchBack,628000,,,,,,,,
1311,Hyundai Elite i20,10-Jul-05,97326,1,PETROL,TN-11,Manual,HatchBack,601000,,,,,,,,
1312,Hyundai Elite i20,08-Jul-05,51264,2,PETROL,MH-05,Manual,HatchBack,550000,,,,,,,,
1313,Hyundai Elite i20,11-Jul-05,49409,1,PETROL,UP-32,Manual,HatchBack,593000,,,,,,,,
1314,Hyundai Elite i20,08-Jul-05,54708,1,PETROL,TS-08,Manual,HatchBack,694000,,,,,,,,
1315,Hyundai Elite i20,07-Jul-05,94059,2,PETROL,MH-46,Manual,HatchBack,497000,,,,,,,,
1316,Hyundai Elite i20,11-Jul-05,18784,1,PETROL,MH-14,Manual,HatchBack,711000,,,,,,,,
1317,Hyundai Elite i20,08-Jul-05,53789,1,PETROL,KA-53,Manual,HatchBack,706000,,,,,,,,
1318,Hyundai Elite i20,11-Jul-05,62596,1,PETROL,PB-91,Manual,HatchBack,685000,,,,,,,,
1319,Hyundai Elite i20,09-Jul-05,93975,1,PETROL,KA-03,Manual,HatchBack,699000,,,,,,,,
1320,Hyundai Elite i20,09-Jul-05,41497,1,PETROL,GJ-27,Manual,HatchBack,658000,,,,,,,,
1321,Hyundai Elite i20,07-Jul-05,54154,1,PETROL,KA-01,Manual,HatchBack,664000,,,,,,,,
1322,Hyundai Elite i20,09-Jul-05,81025,1,PETROL,HR-85,Manual,HatchBack,557000,,,,,,,,
1323,Hyundai Elite i20,09-Jul-05,27172,1,PETROL,TS-08,Manual,HatchBack,693000,,,,,,,,
1324,Hyundai Elite i20,09-Jul-05,80030,1,PETROL,TS-08,Manual,HatchBack,661000,,,,,,,,
1325,Hyundai Elite i20,11-Jul-05,26880,2,PETROL,GJ-18,Manual,HatchBack,703000,,,,,,,,
1326,Hyundai Elite i20,07-Jul-05,21693,1,PETROL,DL-10,Manual,HatchBack,570000,,,,,,,,
1327,Hyundai Elite i20,11-Jul-05,67449,2,PETROL,GJ-16,Manual,HatchBack,647000,,,,,,,,
1328,Hyundai Elite i20,08-Jul-05,90374,1,PETROL,TS-08,Manual,HatchBack,624000,,,,,,,,
1329,Hyundai Elite i20,08-Jul-05,56136,2,PETROL,DL-10,Manual,HatchBack,523000,,,,,,,,
1330,Hyundai Elite i20,06-Jul-05,47140,1,DIESEL,TS-09,Manual,HatchBack,591000,,,,,,,,
1331,Hyundai Elite i20,09-Jul-05,32289,2,PETROL,TS-10,Automatic,HatchBack,687000,,,,,,,,
1332,Hyundai Elite i20,11-Jul-05,75000,1,PETROL,GJ-01,Manual,HatchBack,710000,,,,,,,,
1333,Hyundai Elite i20,06-Jul-05,69351,1,PETROL,MH-02,Manual,HatchBack,430000,,,,,,,,
1334,Hyundai Elite i20,08-Jul-05,33329,1,PETROL,DL-8C,Manual,HatchBack,577000,,,,,,,,
1335,Hyundai Elite i20,09-Jul-05,39801,2,PETROL,WB-24,Manual,HatchBack,550000,,,,,,,,
1336,Hyundai Elite i20,10-Jul-05,40673,1,PETROL,MH-48,Manual,HatchBack,656000,,,,,,,,
1337,Hyundai Elite i20,10-Jul-05,56838,2,PETROL,MP-04,Manual,HatchBack,522000,,,,,,,,
1338,Hyundai Elite i20,12-Jul-05,40560,1,PETROL,KA-51,Manual,HatchBack,790000,,,,,,,,
1339,Hyundai Elite i20,09-Jul-05,60136,1,PETROL,KA-01,Manual,HatchBack,692000,,,,,,,,
1340,Hyundai Elite i20,09-Jul-05,17127,1,PETROL,UP-14,Manual,HatchBack,529000,,,,,,,,
1341,Hyundai Elite i20,09-Jul-05,60372,1,PETROL,MH-46,Manual,HatchBack,567000,,,,,,,,
1342,Hyundai Elite i20,07-Jul-05,43948,1,PETROL,MH-14,Manual,HatchBack,504200,,,,,,,,
1343,Hyundai Elite i20,11-Jul-05,26416,2,PETROL,TS-07,Automatic,HatchBack,845000,,,,,,,,
1344,Hyundai Elite i20,07-Jul-05,71332,1,PETROL,KA-04,Manual,HatchBack,533000,,,,,,,,
1345,Hyundai Elite i20,08-Jul-05,92135,2,PETROL,TN-86,Manual,HatchBack,545000,,,,,,,,
1346,Hyundai Elite i20,07-Jul-05,112978,1,DIESEL,KA-05,Manual,HatchBack,593000,,,,,,,,
1347,Hyundai Elite i20,08-Jul-05,60745,1,PETROL,KA-02,Manual,HatchBack,581000,,,,,,,,
1348,Hyundai Elite i20,09-Jul-05,32243,2,PETROL,WB-08,Manual,HatchBack,497000,,,,,,,,
1349,Hyundai Elite i20,09-Jul-05,44269,1,PETROL,MH-02,Manual,HatchBack,592000,,,,,,,,
1350,Hyundai Elite i20,11-Jul-05,29511,1,PETROL,KA-07,Manual,HatchBack,672000,,,,,,,,
1351,Hyundai Elite i20,10-Jul-05,14434,1,PETROL,KA-04,Automatic,HatchBack,768000,,,,,,,,
1352,Hyundai Elite i20,08-Jul-05,35991,1,PETROL,MH-49,Manual,HatchBack,531000,,,,,,,,
1353,Hyundai Elite i20,09-Jul-05,86324,1,DIESEL,TN-13,Manual,HatchBack,668000,,,,,,,,
1354,Hyundai Elite i20,09-Jul-05,43206,1,PETROL,GJ-01,Manual,HatchBack,640000,,,,,,,,
1355,Hyundai Elite i20,09-Jul-05,44843,1,PETROL,KA-05,Manual,HatchBack,740000,,,,,,,,
1356,Hyundai Elite i20,10-Jul-05,111528,2,CNG,MH-40,Manual,HatchBack,623000,,,,,,,,
1357,Hyundai Elite i20,09-Jul-05,29591,1,PETROL,KA-41,Manual,HatchBack,709000,,,,,,,,
1358,Hyundai Elite i20,08-Jul-05,63863,1,PETROL,UP-32,Manual,HatchBack,553000,,,,,,,,
1359,Hyundai Elite i20,09-Jul-05,77448,2,PETROL,TN-75,Manual,HatchBack,538000,,,,,,,,
1360,Hyundai Elite i20,10-Jul-05,69510,1,DIESEL,TS-08,Manual,HatchBack,749000,,,,,,,,
1361,Hyundai Elite i20,07-Jul-05,94013,1,PETROL,KA-03,Manual,HatchBack,618000,,,,,,,,
1362,Hyundai Elite i20,10-Jul-05,46184,2,PETROL,HR-16,Manual,HatchBack,574000,,,,,,,,
1363,Hyundai Elite i20,09-Jul-05,82374,1,PETROL,DL-12,Manual,HatchBack,528000,,,,,,,,
1364,Hyundai Elite i20,09-Jul-05,18369,1,PETROL,MH-02,Manual,HatchBack,536000,,,,,,,,
1365,Hyundai Elite i20,08-Jul-05,25511,1,PETROL,KL-36,Manual,HatchBack,546000,,,,,,,,
1366,Hyundai Elite i20,10-Jul-05,76653,1,PETROL,HR-34,Manual,HatchBack,580000,,,,,,,,
1367,Hyundai Elite i20,09-Jul-05,55378,1,PETROL,KA-53,Manual,HatchBack,614000,,,,,,,,
1368,Hyundai Elite i20,11-Jul-05,56099,1,PETROL,TS-07,Automatic,HatchBack,791000,,,,,,,,
1369,Hyundai Elite i20,08-Jul-05,75747,1,DIESEL,TS-08,Manual,HatchBack,634000,,,,,,,,
1370,Hyundai Elite i20,08-Jul-05,62233,2,PETROL,GJ-23,Manual,HatchBack,508000,,,,,,,,
1371,Hyundai Elite i20,11-Jul-05,27844,1,PETROL,GJ-05,Manual,HatchBack,613000,,,,,,,,
1372,Hyundai Elite i20,09-Jul-05,64235,2,PETROL,KA-53,Manual,HatchBack,704000,,,,,,,,
1373,Hyundai Elite i20,07-Jul-05,95246,2,DIESEL,MP-13,Manual,HatchBack,461000,,,,,,,,
1374,Hyundai Elite i20,08-Jul-05,97152,1,PETROL,UP-32,Manual,HatchBack,454000,,,,,,,,
1375,Hyundai Elite i20,08-Jul-05,56346,2,PETROL,TS-11,Manual,HatchBack,626000,,,,,,,,
1376,Hyundai Elite i20,08-Jul-05,82860,1,PETROL,MP-11,Manual,HatchBack,506000,,,,,,,,
1377,Hyundai Elite i20,08-Jul-05,95931,2,PETROL,TS-07,Manual,HatchBack,572000,,,,,,,,
1378,Hyundai Elite i20,09-Jul-05,26997,1,PETROL,TS-08,Manual,HatchBack,701000,,,,,,,,
1379,Hyundai Elite i20,09-Jul-05,34803,1,PETROL,UP-16,Manual,HatchBack,577000,,,,,,,,
1380,Hyundai Elite i20,11-Jul-05,83298,1,PETROL,TN-05,Manual,HatchBack,640000,,,,,,,,
1381,Hyundai Elite i20,12-Jul-05,54317,1,PETROL,GJ-12,Automatic,HatchBack,803000,,,,,,,,
1382,Hyundai Elite i20,09-Jul-05,41003,1,PETROL,KA-02,Manual,HatchBack,688000,,,,,,,,
1383,Hyundai Elite i20,08-Jul-05,70040,2,DIESEL,GJ-19,Manual,HatchBack,593000,,,,,,,,
1384,Hyundai Elite i20,08-Jul-05,87062,1,PETROL,WB-02,Manual,HatchBack,451000,,,,,,,,
1385,Hyundai Elite i20,10-Jul-05,78662,1,CNG,HR-36,Manual,HatchBack,574000,,,,,,,,
1386,Hyundai Elite i20,10-Jul-05,91355,1,DIESEL,WB-24,Manual,HatchBack,515000,,,,,,,,
1387,Hyundai Elite i20,10-Jul-05,30206,1,PETROL,HR-36,Manual,HatchBack,671000,,,,,,,,
1388,Hyundai Elite i20,10-Jul-05,33483,2,PETROL,TN-14,Manual,HatchBack,673000,,,,,,,,
1389,Hyundai Elite i20,08-Jul-05,91660,1,PETROL,KA-01,Manual,HatchBack,641000,,,,,,,,
1390,Hyundai Elite i20,09-Jul-05,29041,1,PETROL,KA-53,Manual,HatchBack,711000,,,,,,,,
1391,Hyundai Elite i20,08-Jul-05,60937,1,PETROL,UP-16,Automatic,HatchBack,702000,,,,,,,,
1392,Hyundai Elite i20,09-Jul-05,29620,1,PETROL,MP-09,Manual,HatchBack,577000,,,,,,,,
1393,Hyundai Elite i20,06-Jul-05,63788,1,PETROL,MH-02,Manual,HatchBack,481000,,,,,,,,
1394,Hyundai Elite i20,08-Jul-05,66630,2,PETROL,GJ-01,Manual,HatchBack,577000,,,,,,,,
1395,Hyundai Elite i20,11-Jul-05,35889,1,PETROL,MH-46,Manual,HatchBack,599000,,,,,,,,
1396,Hyundai Elite i20,10-Jul-05,42839,2,PETROL,KL-11,Manual,HatchBack,605000,,,,,,,,
1397,Hyundai Elite i20,10-Jul-05,37132,1,PETROL,MH-04,Manual,HatchBack,591000,,,,,,,,
1398,Hyundai Elite i20,08-Jul-05,37871,1,PETROL,DL-1C,Manual,HatchBack,566000,,,,,,,,
1399,Hyundai Elite i20,08-Jul-05,72534,1,PETROL,KA-04,Manual,HatchBack,644000,,,,,,,,
1400,Hyundai Elite i20,11-Jul-05,34825,1,PETROL,UP-32,Manual,HatchBack,590000,,,,,,,,
1401,Hyundai Elite i20,09-Jul-05,31463,1,PETROL,TN-22,Manual,HatchBack,682000,,,,,,,,
1402,Hyundai Elite i20,10-Jul-05,56685,1,PETROL,TN-10,Manual,HatchBack,657000,,,,,,,,
1403,Hyundai Elite i20,07-Jul-05,99658,1,PETROL,MH-05,Manual,HatchBack,506000,,,,,,,,
1404,Hyundai Elite i20,08-Jul-05,40108,1,PETROL,DL-7C,Manual,HatchBack,569000,,,,,,,,
1405,Hyundai Elite i20,11-Jul-05,76579,1,DIESEL,BR-01,Manual,HatchBack,687000,,,,,,,,
1406,Hyundai Elite i20,08-Jul-05,29220,2,PETROL,MH-02,Manual,HatchBack,523000,,,,,,,,
1407,Hyundai Elite i20,09-Jul-05,13992,1,PETROL,DL-8C,Manual,HatchBack,569000,,,,,,,,
1408,Hyundai Elite i20,08-Jul-05,61060,2,PETROL,TS-08,Manual,HatchBack,615000,,,,,,,,
1409,Hyundai Elite i20,10-Jul-05,36283,1,DIESEL,KA-04,Manual,HatchBack,829000,,,,,,,,
1410,Hyundai Elite i20,12-Jul-05,29678,2,PETROL,PB-02,Manual,HatchBack,702000,,,,,,,,
1411,Hyundai Elite i20,08-Jul-05,72362,1,PETROL,KA-03,Manual,HatchBack,701000,,,,,,,,
1412,Hyundai Elite i20,07-Jul-05,86352,2,DIESEL,KA-03,Manual,HatchBack,584000,,,,,,,,
1413,Hyundai Elite i20,09-Jul-05,51893,1,PETROL,UP-25,Manual,HatchBack,552000,,,,,,,,
1414,Hyundai Elite i20,06-Jul-05,47704,2,PETROL,GJ-01,Manual,HatchBack,544000,,,,,,,,
1415,Hyundai Elite i20,07-Jul-05,83731,2,DIESEL,KA-51,Manual,HatchBack,639000,,,,,,,,
1416,Hyundai Elite i20,10-Jul-05,92792,1,PETROL,HR-03,Manual,HatchBack,598000,,,,,,,,
1417,Hyundai Elite i20,09-Jul-05,72793,2,PETROL,TS-08,Manual,HatchBack,666000,,,,,,,,
1418,Hyundai Elite i20,08-Jul-05,75268,1,PETROL,KA-20,Manual,HatchBack,559000,,,,,,,,
1419,Hyundai Elite i20,07-Jul-05,69458,1,PETROL,DL-10,Manual,HatchBack,473000,,,,,,,,
1420,Hyundai Elite i20,07-Jul-05,15146,2,PETROL,MH-04,Manual,HatchBack,463000,,,,,,,,
1421,Hyundai Elite i20,08-Jul-05,90213,2,PETROL,KA-05,Manual,HatchBack,613000,,,,,,,,
1422,Hyundai Elite i20,09-Jul-05,91600,1,PETROL,GJ-01,Manual,HatchBack,524800,,,,,,,,
1423,Hyundai Elite i20,06-Jul-05,45425,2,PETROL,MH-01,Manual,HatchBack,526000,,,,,,,,
1424,Hyundai Elite i20,07-Jul-05,43026,1,PETROL,WB-66,Manual,HatchBack,418000,,,,,,,,
1425,Hyundai Elite i20,08-Jul-05,74930,1,PETROL,HR-02,Manual,HatchBack,554000,,,,,,,,
1426,Hyundai Elite i20,08-Jul-05,84407,2,PETROL,KA-05,Manual,HatchBack,655000,,,,,,,,
1427,Hyundai Elite i20,08-Jul-05,101399,1,PETROL,,Manual,HatchBack,572000,,,,,,,,
1428,Hyundai Elite i20,08-Jul-05,48648,2,PETROL,TN-07,Manual,HatchBack,652000,,,,,,,,
1429,Hyundai Elite i20,10-Jul-05,42185,1,PETROL,TS-09,Manual,HatchBack,743000,,,,,,,,
1430,Hyundai Elite i20,08-Jul-05,56213,1,PETROL,UP-16,Manual,HatchBack,562000,,,,,,,,
1431,Hyundai Elite i20,08-Jul-05,44611,1,PETROL,KA-07,Manual,HatchBack,659000,,,,,,,,
1432,Hyundai Elite i20,09-Jul-05,45302,1,PETROL,DL-8C,Manual,HatchBack,544000,,,,,,,,
1433,Hyundai Elite i20,11-Jul-05,29829,1,PETROL,GJ-06,Manual,HatchBack,695000,,,,,,,,
1434,Hyundai Elite i20,12-Jul-05,23664,2,PETROL,KA-01,Manual,HatchBack,782000,,,,,,,,
1435,Hyundai Elite i20,09-Jul-05,40373,2,PETROL,MH-46,Manual,HatchBack,540000,,,,,,,,
1436,Hyundai Elite i20,08-Jul-05,18774,2,PETROL,MH-03,Manual,HatchBack,555000,,,,,,,,
1437,Hyundai Elite i20,08-Jul-05,44423,1,PETROL,TN-14,Manual,HatchBack,606000,,,,,,,,
1438,Hyundai Elite i20,09-Jul-05,83337,1,PETROL,TS-08,Automatic,HatchBack,657000,,,,,,,,
1439,Hyundai Elite i20,11-Jul-05,87935,1,PETROL,GJ-09,Manual,HatchBack,709000,,,,,,,,
1440,Hyundai Elite i20,10-Jul-05,75231,1,DIESEL,TS-07,Manual,HatchBack,778000,,,,,,,,
1441,Hyundai Elite i20,08-Jul-05,56614,1,PETROL,DL-8C,Manual,HatchBack,534000,,,,,,,,
1442,Hyundai Elite i20,10-Jul-05,48250,1,PETROL,HR-30,Manual,HatchBack,587000,,,,,,,,
1443,Hyundai Elite i20,10-Jul-05,74363,1,PETROL,PB-10,Manual,HatchBack,589000,,,,,,,,
1444,Hyundai Elite i20,11-Jul-05,46580,2,PETROL,TN-14,Manual,HatchBack,667000,,,,,,,,
1445,Hyundai Elite i20,09-Jul-05,53549,2,PETROL,RJ-14,Manual,HatchBack,552000,,,,,,,,
1446,Hyundai Elite i20,07-Jul-05,44382,1,PETROL,MH-04,Manual,HatchBack,535000,,,,,,,,
1447,Hyundai Elite i20,10-Jul-05,41996,1,CNG,UP-16,Manual,HatchBack,619000,,,,,,,,
1448,Hyundai Elite i20,07-Jul-05,48581,1,PETROL,MH-34,Manual,HatchBack,539000,,,,,,,,
1449,Hyundai Elite i20,08-Jul-05,82935,1,PETROL,RJ-14,Manual,HatchBack,543000,,,,,,,,
1450,Hyundai Elite i20,09-Jul-05,24418,1,PETROL,DL-8C,Manual,HatchBack,553350,,,,,,,,
1451,Hyundai Elite i20,12-Jul-05,59999,1,PETROL,TS-11,Manual,HatchBack,678000,,,,,,,,
1452,Hyundai Elite i20,08-Jul-05,14112,1,PETROL,GJ-05,Manual,HatchBack,570000,,,,,,,,
1453,Hyundai Elite i20,09-Jul-05,78723,1,CNG,HR-36,Manual,HatchBack,545000,,,,,,,,
1454,Hyundai Elite i20,10-Jul-05,52473,1,PETROL,KA-06,Manual,HatchBack,751000,,,,,,,,
1455,Hyundai Elite i20,11-Jul-05,42787,1,PETROL,GJ-27,Manual,HatchBack,613000,,,,,,,,
1456,Hyundai Elite i20,11-Jul-05,81950,1,PETROL,GJ-05,Manual,HatchBack,613000,,,,,,,,
1457,Hyundai Elite i20,10-Jul-05,33436,2,PETROL,TN-01,Manual,HatchBack,572000,,,,,,,,
