SR NO.,Car Name,Year,Distance,Owner,Fuel,Location,Drive,Type,Price,,,,,,,,
3143,Maruti Alto,03-Jul-05,41014,1,PETROL,KA-05,Manual,HatchBack,230000,,,,,,,,
3144,Maruti Alto,13-Jul-05,26771,1,CNG,HR-30,Manual,HatchBack,414000,,,,,,,,
3145,Maruti Alto,12-Jul-05,28952,1,PETROL,PB-08,Manual,HatchBack,354000,,,,,,,,
3146,Maruti Alto,14-Jul-05,9764,1,PETROL,KL-82,Manual,HatchBack,385000,,,,,,,,
3147,Maruti Alto,11-Jul-05,70106,2,PETROL,CH-01,Manual,HatchBack,316000,,,,,,,,
3148,Maruti Alto,11-Jul-05,27760,1,PETROL,HR-19,Manual,HatchBack,314000,,,,,,,,
3149,Maruti Alto,02-Jul-05,49983,1,PETROL,HR-24,Manual,HatchBack,149000,,,,,,,,
3150,Maruti Alto,11-Jul-05,9041,1,PETROL,GJ-21,Manual,HatchBack,366000,,,,,,,,
3151,Maruti Alto,12-Jul-05,8695,1,PETROL,UP-78,Manual,HatchBack,375000,,,,,,,,
3152,Maruti Alto,03-Jul-05,14547,1,PETROL,WB-06,Manual,HatchBack,137000,,,,,,,,
3153,Maruti Alto,12-Jul-05,37999,2,PETROL,RJ-45,Manual,HatchBack,347000,,,,,,,,
3154,Maruti Alto,14-Jul-05,23867,1,PETROL,UP-25,Manual,HatchBack,389000,,,,,,,,
3155,Maruti Alto,12-Jul-05,75591,1,CNG,KA-17,Manual,HatchBack,430000,,,,,,,,
3156,Maruti Alto,11-Jul-05,63515,1,CNG,RJ-05,Manual,HatchBack,357000,,,,,,,,
3157,Maruti Alto,12-Jul-05,46607,1,PETROL,RJ-45,Manual,HatchBack,380000,,,,,,,,
3158,Maruti Alto,11-Jul-05,53976,1,PETROL,TS-10,Manual,HatchBack,352000,,,,,,,,
3159,Maruti Alto,11-Jul-05,51964,1,CNG,DL-12,Manual,HatchBack,389000,,,,,,,,
3160,Maruti Alto,13-Jul-05,37400,1,CNG,MH-05,Manual,HatchBack,451000,,,,,,,,
3161,Maruti Alto,04-Jul-05,64934,2,PETROL,AP-11,Manual,HatchBack,205000,,,,,,,,
3162,Maruti Alto,13-Jul-05,14771,1,PETROL,KA-03,Manual,HatchBack,463000,,,,,,,,
3163,Maruti Alto,12-Jul-05,28867,1,PETROL,TN-18,Manual,HatchBack,376000,,,,,,,,
3164,Maruti Alto,02-Jul-05,244253,1,PETROL,,Manual,HatchBack,192000,,,,,,,,
3165,Maruti Alto,13-Jul-05,18663,1,PETROL,KA-04,Manual,HatchBack,469000,,,,,,,,
3166,Maruti Alto,13-Jul-05,32041,1,CNG,HR-29,Manual,HatchBack,429000,,,,,,,,
3167,Maruti Alto,04-Jul-05,100100,1,PETROL,,Manual,HatchBack,236000,,,,,,,,
3168,Maruti Alto,02-Jul-05,9129,1,PETROL,WB-06,Manual,HatchBack,150000,,,,,,,,
3169,Maruti Alto,12-Jul-05,28328,1,PETROL,RJ-45,Manual,HatchBack,409000,,,,,,,,
3170,Maruti Alto,13-Jul-05,20340,1,CNG,TN-06,Manual,HatchBack,465000,,,,,,,,
3171,Maruti Alto,13-Jul-05,52604,1,CNG,UP-32,Manual,HatchBack,435000,,,,,,,,
3172,Maruti Alto,12-Jul-05,13864,1,PETROL,WB-02,Manual,HatchBack,336000,,,,,,,,
3173,Maruti Alto,12-Jul-05,25115,1,CNG,HR-76,Manual,HatchBack,423000,,,,,,,,
3174,Maruti Alto,11-Jul-05,68236,1,PETROL,GJ-02,Manual,HatchBack,317000,,,,,,,,
3175,Maruti Alto,12-Jul-05,22570,1,PETROL,PB-08,Manual,HatchBack,424000,,,,,,,,
3176,Maruti Alto,11-Jul-05,12466,1,PETROL,TN-20,Manual,HatchBack,361000,,,,,,,,
3177,Maruti Alto,12-Jul-05,25167,1,PETROL,MP-09,Manual,HatchBack,363000,,,,,,,,
3178,Maruti Alto,12-Jul-05,9533,1,PETROL,HR-35,Manual,HatchBack,406000,,,,,,,,
3179,Maruti Alto,12-Jul-05,28756,1,PETROL,UP-13,Manual,HatchBack,386000,,,,,,,,
3180,Maruti Alto,12-Jul-05,27993,1,CNG,MH-12,Manual,HatchBack,445000,,,,,,,,
3181,Maruti Alto,02-Jul-05,34094,2,PETROL,TN-06,Manual,HatchBack,204000,,,,,,,,
3182,Maruti Alto,12-Jul-05,38431,1,PETROL,WB-02,Manual,HatchBack,305000,,,,,,,,
3183,Maruti Alto,11-Jul-05,83611,1,PETROL,PB-10,Manual,HatchBack,362000,,,,,,,,
3184,Maruti Alto,11-Jul-05,46731,2,PETROL,GJ-03,Manual,HatchBack,290000,,,,,,,,
3185,Maruti Alto,03-Jul-05,66153,1,PETROL,MH-12,Manual,HatchBack,170000,,,,,,,,
3186,Maruti Alto,12-Jul-05,71071,1,PETROL,TS-15,Manual,HatchBack,364000,,,,,,,,
3187,Maruti Alto,11-Jul-05,27896,1,PETROL,DL-8C,Manual,HatchBack,338000,,,,,,,,
3188,Maruti Alto,02-Jul-05,90671,1,PETROL,TN-22,Manual,HatchBack,197000,,,,,,,,
3189,Maruti Alto,11-Jul-05,17941,2,PETROL,BR-06,Manual,HatchBack,334000,,,,,,,,
3190,Maruti Alto,13-Jul-05,23479,1,PETROL,TN-12,Manual,HatchBack,391000,,,,,,,,
3191,Maruti Alto,13-Jul-05,15727,1,PETROL,GJ-05,Manual,HatchBack,407000,,,,,,,,
3192,Maruti Alto,12-Jul-05,8142,2,PETROL,HR-26,Manual,HatchBack,365000,,,,,,,,
3193,Maruti Alto,14-Jul-05,29930,1,PETROL,HR-34,Manual,HatchBack,343000,,,,,,,,
3194,Maruti Alto,03-Jul-05,48360,1,PETROL,DL-4C,Manual,HatchBack,173000,,,,,,,,
3195,Maruti Alto,13-Jul-05,28155,1,CNG,RJ-02,Manual,HatchBack,408000,,,,,,,,
3196,Maruti Alto,11-Jul-05,62809,1,PETROL,UP-72,Manual,HatchBack,278000,,,,,,,,
3197,Maruti Alto,11-Jul-05,26485,1,PETROL,TN-10,Manual,HatchBack,352000,,,,,,,,
3198,Maruti Alto,04-Jul-05,11969,1,PETROL,MH-05,Manual,HatchBack,190000,,,,,,,,
3199,Maruti Alto,02-Jul-05,49289,1,PETROL,MP-09,Manual,HatchBack,145000,,,,,,,,
3200,Maruti Alto,12-Jul-05,10762,1,PETROL,GJ-23,Manual,HatchBack,370000,,,,,,,,
3201,Maruti Alto,12-Jul-05,27090,1,PETROL,WB-98,Manual,HatchBack,333000,,,,,,,,
3202,Maruti Alto,02-Jul-05,63999,2,PETROL,KL-14,Manual,HatchBack,157000,,,,,,,,
3203,Maruti Alto,12-Jul-05,96916,1,PETROL,TS-08,Manual,HatchBack,344000,,,,,,,,
3204,Maruti Alto,03-Jul-05,52743,1,PETROL,MH-12,Manual,HatchBack,197000,,,,,,,,
3205,Maruti Alto,13-Jul-05,67623,1,CNG,HR-72,Manual,HatchBack,422000,,,,,,,,
3206,Maruti Alto,12-Jul-05,44904,1,PETROL,GJ-10,Manual,HatchBack,380000,,,,,,,,
3207,Maruti Alto,11-Jul-05,17101,2,PETROL,KA-51,Manual,HatchBack,374000,,,,,,,,
3208,Maruti Alto,11-Jul-05,67329,1,PETROL,KA-16,Manual,HatchBack,372000,,,,,,,,
3209,Maruti Alto,11-Jul-05,31704,1,PETROL,TS-09,Manual,HatchBack,338000,,,,,,,,
3210,Maruti Alto,14-Jul-05,653,1,PETROL,KA-04,Manual,HatchBack,474000,,,,,,,,
3211,Maruti Alto,02-Jul-05,86642,1,PETROL,KA-50,Manual,HatchBack,200000,,,,,,,,
3212,Maruti Alto,12-Jul-05,16411,1,PETROL,HR-20,Manual,HatchBack,391000,,,,,,,,
3213,Maruti Alto,11-Jul-05,20657,2,PETROL,MH-40,Manual,HatchBack,297000,,,,,,,,
3214,Maruti Alto,14-Jul-05,11261,2,PETROL,GJ-03,Manual,HatchBack,419000,,,,,,,,
3215,Maruti Alto,11-Jul-05,18475,1,PETROL,HR-29,Manual,HatchBack,386000,,,,,,,,
3216,Maruti Alto,12-Jul-05,25741,2,PETROL,TN-01,Manual,HatchBack,384000,,,,,,,,
3217,Maruti Alto,04-Jul-05,77199,1,PETROL,BR-01,Manual,HatchBack,173000,,,,,,,,
3218,Maruti Alto,12-Jul-05,5643,1,PETROL,WB-10,Manual,HatchBack,326000,,,,,,,,
3219,Maruti Alto,14-Jul-05,16141,1,PETROL,TS-15,Manual,HatchBack,454000,,,,,,,,
3220,Maruti Alto,04-Jul-05,74653,1,CNG,MH-12,Manual,HatchBack,212000,,,,,,,,
3221,Maruti Alto,11-Jul-05,16903,2,PETROL,TS-13,Manual,HatchBack,357000,,,,,,,,
3222,Maruti Alto,11-Jul-05,88667,1,CNG,MH-02,Manual,HatchBack,369000,,,,,,,,
3223,Maruti Alto,11-Jul-05,49111,1,PETROL,PB-91,Manual,HatchBack,322000,,,,,,,,
3224,Maruti Alto,11-Jul-05,14159,1,PETROL,GJ-15,Manual,HatchBack,322000,,,,,,,,
3225,Maruti Alto,02-Jul-05,89071,2,PETROL,AP-10,Manual,HatchBack,151000,,,,,,,,
3226,Maruti Alto,13-Jul-05,17843,2,PETROL,KA-01,Manual,HatchBack,404000,,,,,,,,
3227,Maruti Alto,12-Jul-05,79358,1,CNG,MH-14,Manual,HatchBack,384000,,,,,,,,
3228,Maruti Alto,11-Jul-05,39925,1,PETROL,GJ-19,Manual,HatchBack,309000,,,,,,,,
3229,Maruti Alto,12-Jul-05,36693,1,PETROL,HR-51,Manual,HatchBack,339000,,,,,,,,
3230,Maruti Alto,12-Jul-05,36270,2,PETROL,GJ-32,Manual,HatchBack,335350,,,,,,,,
3231,Maruti Alto,11-Jul-05,52162,1,PETROL,GJ-23,Manual,HatchBack,329000,,,,,,,,
3232,Maruti Alto,13-Jul-05,21969,1,PETROL,DL-6C,Manual,HatchBack,369200,,,,,,,,
3233,Maruti Alto,13-Jul-05,22112,1,PETROL,KA-07,Manual,HatchBack,419000,,,,,,,,
3234,Maruti Alto,11-Jul-05,46881,1,PETROL,HR-26,Manual,HatchBack,373000,,,,,,,,
3235,Maruti Alto,13-Jul-05,6817,1,PETROL,MH-04,Manual,HatchBack,378000,,,,,,,,
3236,Maruti Alto,12-Jul-05,18650,1,PETROL,GJ-05,Manual,HatchBack,381000,,,,,,,,
3237,Maruti Alto,12-Jul-05,17083,1,PETROL,PB-10,Manual,HatchBack,351000,,,,,,,,
3238,Maruti Alto,04-Jul-05,40968,1,PETROL,AP-29,Manual,HatchBack,217000,,,,,,,,
3239,Maruti Alto,12-Jul-05,44956,1,PETROL,HR-80,Manual,HatchBack,347000,,,,,,,,
3240,Maruti Alto,11-Jul-05,9875,1,PETROL,MH-05,Manual,HatchBack,335000,,,,,,,,
3241,Maruti Alto,11-Jul-05,23888,1,PETROL,PB-07,Manual,HatchBack,362000,,,,,,,,
3242,Maruti Alto,13-Jul-05,45138,1,CNG,DL-9C,Manual,HatchBack,400000,,,,,,,,
3243,Maruti Alto,11-Jul-05,57850,1,CNG,MH-04,Manual,HatchBack,402000,,,,,,,,
3244,Maruti Alto,12-Jul-05,64542,1,PETROL,GJ-26,Manual,HatchBack,294000,,,,,,,,
3245,Maruti Alto,11-Jul-05,26642,1,PETROL,HR-31,Manual,HatchBack,347000,,,,,,,,
3246,Maruti Alto,13-Jul-05,25869,1,PETROL,GJ-01,Manual,HatchBack,383000,,,,,,,,
3247,Maruti Alto,11-Jul-05,41958,1,PETROL,KA-51,Manual,HatchBack,393000,,,,,,,,
3248,Maruti Alto,13-Jul-05,32972,1,CNG,RJ-02,Manual,HatchBack,425000,,,,,,,,
3249,Maruti Alto,03-Jul-05,107439,2,PETROL,,Manual,HatchBack,163000,,,,,,,,
3250,Maruti Alto,11-Jul-05,25256,1,PETROL,HR-35,Manual,HatchBack,332000,,,,,,,,
3251,Maruti Alto,11-Jul-05,55455,1,PETROL,GJ-10,Manual,HatchBack,377000,,,,,,,,
3252,Maruti Alto,13-Jul-05,26838,1,CNG,DL-6C,Manual,HatchBack,437000,,,,,,,,
3253,Maruti Alto,13-Jul-05,28156,1,CNG,MH-05,Manual,HatchBack,419000,,,,,,,,
3254,Maruti Alto,13-Jul-05,22081,1,CNG,HR-51,Manual,HatchBack,461000,,,,,,,,
3255,Maruti Alto,02-Jul-05,49984,1,PETROL,UP-14,Manual,HatchBack,119000,,,,,,,,
3256,Maruti Alto,13-Jul-05,18471,1,CNG,UP-16,Manual,HatchBack,433000,,,,,,,,
3257,Maruti Alto,13-Jul-05,34832,1,CNG,HR-81,Manual,HatchBack,422000,,,,,,,,
3258,Maruti Alto,12-Jul-05,46213,1,PETROL,HR-19,Manual,HatchBack,399000,,,,,,,,
3259,Maruti Alto,12-Jul-05,44790,1,PETROL,TS-09,Manual,HatchBack,390000,,,,,,,,
3260,Maruti Alto,11-Jul-05,26449,1,PETROL,GJ-23,Manual,HatchBack,327000,,,,,,,,
3261,Maruti Alto,12-Jul-05,19955,1,PETROL,GJ-26,Manual,HatchBack,412000,,,,,,,,
3262,Maruti Alto,11-Jul-05,10511,1,PETROL,TN-06,Manual,HatchBack,345000,,,,,,,,
3263,Maruti Alto,13-Jul-05,25833,1,CNG,MH-41,Manual,HatchBack,450000,,,,,,,,
3264,Maruti Alto,14-Jul-05,13095,1,PETROL,TN-11,Manual,HatchBack,432000,,,,,,,,
3265,Maruti Alto,11-Jul-05,63951,1,PETROL,GJ-38,Manual,HatchBack,314000,,,,,,,,
3266,Maruti Alto,12-Jul-05,53508,1,PETROL,WB-12,Manual,HatchBack,327000,,,,,,,,
3267,Maruti Alto,11-Jul-05,25486,2,PETROL,DL-8C,Manual,HatchBack,382000,,,,,,,,
3268,Maruti Alto,12-Jul-05,10423,1,PETROL,TN-12,Manual,HatchBack,392000,,,,,,,,
3269,Maruti Alto,11-Jul-05,3315,2,PETROL,KA-51,Manual,HatchBack,389000,,,,,,,,
3270,Maruti Alto,12-Jul-05,16722,1,PETROL,DL-8C,Manual,HatchBack,319000,,,,,,,,
3271,Maruti Alto,11-Jul-05,51290,1,PETROL,PB-87,Manual,HatchBack,333000,,,,,,,,
3272,Maruti Alto,03-Jul-05,59433,2,PETROL,HR-36,Manual,HatchBack,153000,,,,,,,,
3273,Maruti Alto,13-Jul-05,16415,1,PETROL,UP-32,Manual,HatchBack,338000,,,,,,,,
3274,Maruti Alto,11-Jul-05,84447,1,CNG,GJ-18,Manual,HatchBack,418000,,,,,,,,
3275,Maruti Alto 800,08-Jul-05,43717,1,PETROL,GJ-01,Manual,HatchBack,294000,,,,,,,,
3276,Maruti Alto 800,10-Jul-05,36722,1,PETROL,MH-04,Manual,HatchBack,324000,,,,,,,,
3277,Maruti Alto 800,07-Jul-05,61979,1,PETROL,TS-09,Manual,HatchBack,277000,,,,,,,,
3278,Maruti Alto 800,05-Jul-05,48444,1,PETROL,KA-36,Manual,HatchBack,286000,,,,,,,,
3279,Maruti Alto 800,09-Jul-05,57971,2,PETROL,UP-14,Manual,HatchBack,260000,,,,,,,,
3280,Maruti Alto 800,07-Jul-05,111283,2,PETROL,,Manual,HatchBack,274000,,,,,,,,
3281,Maruti Alto 800,07-Jul-05,19819,2,PETROL,KL-29,Manual,HatchBack,302000,,,,,,,,
3282,Maruti Alto 800,08-Jul-05,22042,1,PETROL,KA-02,Manual,HatchBack,296000,,,,,,,,
3283,Maruti Alto 800,08-Jul-05,66948,2,PETROL,TS-15,Manual,HatchBack,257000,,,,,,,,
3284,Maruti Alto 800,09-Jul-05,74195,1,PETROL,TS-07,Manual,HatchBack,319000,,,,,,,,
3285,Maruti Alto 800,09-Jul-05,45385,1,CNG,MH-12,Manual,HatchBack,346000,,,,,,,,
3286,Maruti Alto 800,06-Jul-05,31933,2,PETROL,AP-28,Manual,HatchBack,277000,,,,,,,,
3287,Maruti Alto 800,10-Jul-05,93264,2,PETROL,TS-08,Manual,HatchBack,254000,,,,,,,,
3288,Maruti Alto 800,09-Jul-05,21716,1,PETROL,TN-10,Manual,HatchBack,319000,,,,,,,,
3289,Maruti Alto 800,11-Jul-05,37817,1,PETROL,RJ-02,Manual,HatchBack,326000,,,,,,,,
3290,Maruti Alto 800,07-Jul-05,39615,1,PETROL,HR-72,Manual,HatchBack,257000,,,,,,,,
3291,Maruti Alto 800,06-Jul-05,56722,1,PETROL,PB-10,Manual,HatchBack,251000,,,,,,,,
3292,Maruti Alto 800,09-Jul-05,83251,1,PETROL,GJ-01,Manual,HatchBack,314000,,,,,,,,
3293,Maruti Alto 800,10-Jul-05,41226,2,PETROL,PB-10,Manual,HatchBack,313000,,,,,,,,
3294,Maruti Alto 800,07-Jul-05,32914,1,PETROL,MH-31,Manual,HatchBack,255000,,,,,,,,
3295,Maruti Alto 800,10-Jul-05,66297,1,PETROL,MH-15,Manual,HatchBack,321000,,,,,,,,
3296,Maruti Alto 800,10-Jul-05,79671,1,PETROL,GJ-26,Manual,HatchBack,277000,,,,,,,,
3297,Maruti Alto 800,11-Jul-05,47714,1,PETROL,PB-65,Manual,HatchBack,342000,,,,,,,,
3298,Maruti Alto 800,09-Jul-05,49520,2,PETROL,MH-15,Manual,HatchBack,293000,,,,,,,,
3299,Maruti Alto 800,05-Jul-05,104180,1,CNG,MH-14,Manual,HatchBack,261000,,,,,,,,
3300,Maruti Alto 800,08-Jul-05,50538,2,PETROL,TN-11,Manual,HatchBack,282000,,,,,,,,
3301,Maruti Alto 800,10-Jul-05,62659,1,PETROL,TS-07,Manual,HatchBack,306000,,,,,,,,
3302,Maruti Alto 800,08-Jul-05,60610,2,PETROL,TS-07,Manual,HatchBack,252000,,,,,,,,
3303,Maruti Alto 800,09-Jul-05,43258,1,PETROL,TS-08,Manual,HatchBack,290000,,,,,,,,
3304,Maruti Alto 800,08-Jul-05,28518,1,PETROL,WB-24,Manual,HatchBack,243000,,,,,,,,
3305,Maruti Alto 800,10-Jul-05,37303,1,PETROL,WB-08,Manual,HatchBack,273000,,,,,,,,
3306,Maruti Alto 800,08-Jul-05,37785,1,PETROL,MP-04,Manual,HatchBack,290000,,,,,,,,
3307,Maruti Alto 800,07-Jul-05,30073,1,PETROL,WB-24,Manual,HatchBack,221000,,,,,,,,
3308,Maruti Alto 800,07-Jul-05,24509,1,PETROL,UP-14,Manual,HatchBack,251000,,,,,,,,
3309,Maruti Alto 800,10-Jul-05,37811,1,PETROL,TS-09,Manual,HatchBack,317000,,,,,,,,
3310,Maruti Alto 800,05-Jul-05,59812,2,PETROL,KL-43,Manual,HatchBack,198000,,,,,,,,
3311,Maruti Alto 800,10-Jul-05,21047,1,PETROL,DL-3C,Manual,HatchBack,304000,,,,,,,,
3312,Maruti Alto 800,10-Jul-05,18047,1,PETROL,GJ-01,Manual,HatchBack,306000,,,,,,,,
3313,Maruti Alto 800,07-Jul-05,88047,1,PETROL,HR-14,Manual,HatchBack,253000,,,,,,,,
3314,Maruti Alto 800,05-Jul-05,99427,2,PETROL,KA-03,Manual,HatchBack,227000,,,,,,,,
3315,Maruti Alto 800,09-Jul-05,32328,1,PETROL,TN-02,Manual,HatchBack,322000,,,,,,,,
3316,Maruti Alto 800,04-Jul-05,48775,2,PETROL,KA-05,Manual,HatchBack,255000,,,,,,,,
3317,Maruti Alto 800,05-Jul-05,13626,2,CNG,MH-04,Manual,HatchBack,280000,,,,,,,,
3318,Maruti Alto 800,06-Jul-05,24027,1,PETROL,MH-02,Manual,HatchBack,211000,,,,,,,,
3319,Maruti Alto 800,09-Jul-05,44990,2,PETROL,TS-07,Manual,HatchBack,300000,,,,,,,,
3320,Maruti Alto 800,08-Jul-05,37125,1,PETROL,MH-31,Manual,HatchBack,283000,,,,,,,,
3321,Maruti Alto 800,04-Jul-05,35007,2,PETROL,AP-28,Manual,HatchBack,259000,,,,,,,,
3322,Maruti Alto 800,06-Jul-05,71218,1,PETROL,KA-05,Manual,HatchBack,295000,,,,,,,,
3323,Maruti Alto 800,08-Jul-05,28381,1,PETROL,MH-12,Manual,HatchBack,279000,,,,,,,,
3324,Maruti Alto 800,09-Jul-05,20815,1,PETROL,TN-05,Manual,HatchBack,306000,,,,,,,,
3325,Maruti Alto 800,11-Jul-05,22950,1,PETROL,WB-08,Manual,HatchBack,311000,,,,,,,,
3326,Maruti Alto 800,10-Jul-05,21549,1,PETROL,MP-09,Manual,HatchBack,313000,,,,,,,,
3327,Maruti Alto 800,11-Jul-05,32402,1,PETROL,WB-26,Manual,HatchBack,301000,,,,,,,,
3328,Maruti Alto 800,06-Jul-05,32586,2,PETROL,WB-02,Manual,HatchBack,216000,,,,,,,,
3329,Maruti Alto 800,10-Jul-05,63556,1,PETROL,TN-09,Manual,HatchBack,341000,,,,,,,,
3330,Maruti Alto 800,11-Jul-05,29095,2,PETROL,WB-26,Manual,HatchBack,279000,,,,,,,,
3331,Maruti Alto 800,10-Jul-05,9370,1,PETROL,MH-46,Manual,HatchBack,336000,,,,,,,,
3332,Maruti Alto 800,07-Jul-05,63330,1,PETROL,KA-53,Manual,HatchBack,296600,,,,,,,,
3333,Maruti Alto 800,08-Jul-05,48071,1,PETROL,TS-08,Manual,HatchBack,322000,,,,,,,,
3334,Maruti Alto 800,08-Jul-05,89634,1,PETROL,HR-82,Manual,HatchBack,292000,,,,,,,,
3335,Maruti Alto 800,10-Jul-05,65083,1,PETROL,TS-07,Manual,HatchBack,288000,,,,,,,,
3336,Maruti Alto 800,11-Jul-05,15144,1,PETROL,HR-30,Manual,HatchBack,338000,,,,,,,,
3337,Maruti Alto 800,09-Jul-05,17035,2,PETROL,TS-09,Manual,HatchBack,354000,,,,,,,,
3338,Maruti Alto 800,08-Jul-05,60497,1,PETROL,TN-99,Manual,HatchBack,307000,,,,,,,,
3339,Maruti Alto 800,11-Jul-05,15918,1,PETROL,DL-14,Manual,HatchBack,328000,,,,,,,,
3340,Maruti Alto 800,10-Jul-05,23563,1,PETROL,MH-01,Manual,HatchBack,350000,,,,,,,,
3341,Maruti Alto 800,05-Jul-05,47583,1,PETROL,WB-02,Manual,HatchBack,196000,,,,,,,,
3342,Maruti Alto 800,11-Jul-05,2619,1,PETROL,WB-02,Manual,HatchBack,298000,,,,,,,,
3343,Maruti Alto 800,09-Jul-05,51498,1,PETROL,PB-10,Manual,HatchBack,314000,,,,,,,,
3344,Maruti Alto 800,06-Jul-05,35591,2,PETROL,RJ-14,Manual,HatchBack,242000,,,,,,,,
3345,Maruti Alto 800,10-Jul-05,17784,1,PETROL,MH-48,Manual,HatchBack,340000,,,,,,,,
3346,Maruti Alto 800,10-Jul-05,51272,1,PETROL,PB-08,Manual,HatchBack,343000,,,,,,,,
3347,Maruti Alto 800,05-Jul-05,49714,2,PETROL,MH-12,Manual,HatchBack,264000,,,,,,,,
3348,Maruti Alto 800,07-Jul-05,41247,1,PETROL,MH-12,Manual,HatchBack,263000,,,,,,,,
3349,Maruti Alto 800,05-Jul-05,82722,1,PETROL,KL-40,Manual,HatchBack,224000,,,,,,,,
3350,Maruti Alto 800,08-Jul-05,62202,1,PETROL,WB-24,Manual,HatchBack,262000,,,,,,,,
3351,Maruti Alto 800,05-Jul-05,59845,1,PETROL,KA-41,Manual,HatchBack,253000,,,,,,,,
3352,Maruti Alto 800,05-Jul-05,32823,1,PETROL,MH-40,Manual,HatchBack,236000,,,,,,,,
3353,Maruti Alto 800,07-Jul-05,68854,2,PETROL,TN-09,Manual,HatchBack,275000,,,,,,,,
3354,Maruti Alto 800,10-Jul-05,85648,1,PETROL,RJ-45,Manual,HatchBack,299000,,,,,,,,
3355,Maruti Alto 800,09-Jul-05,21877,1,PETROL,GJ-03,Manual,HatchBack,294000,,,,,,,,
3356,Maruti Alto 800,11-Jul-05,26650,2,CNG,HR-51,Manual,HatchBack,355000,,,,,,,,
3357,Maruti Alto 800,10-Jul-05,8458,1,PETROL,MH-48,Manual,HatchBack,350000,,,,,,,,
3358,Maruti Alto 800,09-Jul-05,23825,2,PETROL,GJ-15,Manual,HatchBack,298000,,,,,,,,
3359,Maruti Alto 800,09-Jul-05,52052,2,PETROL,TS-15,Manual,HatchBack,296000,,,,,,,,
3360,Maruti Alto 800,08-Jul-05,77168,2,PETROL,UP-33,Manual,HatchBack,232000,,,,,,,,
3361,Maruti Alto 800,06-Jul-05,70145,1,PETROL,TS-07,Manual,HatchBack,276000,,,,,,,,
3362,Maruti Alto 800,09-Jul-05,84685,1,PETROL,MH-12,Manual,HatchBack,318000,,,,,,,,
3363,Maruti Alto 800,10-Jul-05,33043,1,PETROL,PB-70,Manual,HatchBack,326000,,,,,,,,
3364,Maruti Alto 800,08-Jul-05,40463,1,PETROL,WB-02,Manual,HatchBack,230000,,,,,,,,
3365,Maruti Alto 800,10-Jul-05,57300,1,PETROL,TN-11,Manual,HatchBack,302000,,,,,,,,
3366,Maruti Alto 800,05-Jul-05,73065,1,PETROL,KA-04,Manual,HatchBack,254800,,,,,,,,
3367,Maruti Alto 800,10-Jul-05,51866,1,PETROL,MH-49,Manual,HatchBack,327000,,,,,,,,
3368,Maruti Alto 800,05-Jul-05,108636,1,PETROL,,Manual,HatchBack,219000,,,,,,,,
3369,Maruti Alto 800,10-Jul-05,50603,1,PETROL,TN-12,Manual,HatchBack,315000,,,,,,,,
3370,Maruti Alto 800,11-Jul-05,23204,1,PETROL,TN-07,Manual,HatchBack,308000,,,,,,,,
3371,Maruti Alto 800,10-Jul-05,38778,2,PETROL,TN-59,Manual,HatchBack,341000,,,,,,,,
3372,Maruti Alto 800,09-Jul-05,76580,1,PETROL,TS-07,Manual,HatchBack,302000,,,,,,,,
3373,Maruti Alto 800,04-Jul-05,49614,2,PETROL,KA-53,Manual,HatchBack,243000,,,,,,,,
3374,Maruti Alto 800,09-Jul-05,12277,1,PETROL,GJ-15,Manual,HatchBack,320000,,,,,,,,
3375,Maruti Alto 800,05-Jul-05,112858,1,CNG,MH-14,Manual,HatchBack,279000,,,,,,,,
3376,Maruti Alto 800,09-Jul-05,22490,1,PETROL,MH-12,Manual,HatchBack,341000,,,,,,,,
3377,Maruti Alto 800,06-Jul-05,82384,2,PETROL,TN-11,Manual,HatchBack,255000,,,,,,,,
3378,Maruti Alto 800,09-Jul-05,121145,1,PETROL,,Manual,HatchBack,268000,,,,,,,,
3379,Maruti Alto 800,09-Jul-05,50821,2,PETROL,GJ-03,Manual,HatchBack,320000,,,,,,,,
3380,Maruti Alto 800,09-Jul-05,31145,2,PETROL,PB-09,Manual,HatchBack,343000,,,,,,,,
3381,Maruti Alto 800,09-Jul-05,47048,1,PETROL,TS-15,Manual,HatchBack,293000,,,,,,,,
3382,Maruti Alto 800,10-Jul-05,42611,1,PETROL,DL-5C,Manual,HatchBack,298000,,,,,,,,
3383,Maruti Alto 800,09-Jul-05,68359,1,PETROL,TS-07,Manual,HatchBack,326000,,,,,,,,
3384,Maruti Alto 800,04-Jul-05,88416,2,PETROL,KA-02,Manual,HatchBack,239000,,,,,,,,
3385,Maruti Alto 800,06-Jul-05,13135,1,PETROL,TN-10,Manual,HatchBack,298000,,,,,,,,
3386,Maruti Alto 800,06-Jul-05,78276,2,PETROL,TN-07,Manual,HatchBack,229000,,,,,,,,
3387,Maruti Alto 800,10-Jul-05,24796,1,PETROL,HR-29,Manual,HatchBack,307000,,,,,,,,
3388,Maruti Alto 800,10-Jul-05,20827,2,PETROL,TN-21,Manual,HatchBack,323000,,,,,,,,
3389,Maruti Alto 800,07-Jul-05,49692,2,PETROL,TS-05,Manual,HatchBack,273000,,,,,,,,
3390,Maruti Alto 800,08-Jul-05,26851,2,PETROL,KA-21,Manual,HatchBack,289000,,,,,,,,
3391,Maruti Alto 800,06-Jul-05,72955,2,PETROL,MH-02,Manual,HatchBack,190000,,,,,,,,
