bike_name,price,city,kms_driven,owner,age,power,brand,,,,
Bajaj Avenger Street 220,61000,Faridabad,11783,First Owner,14,350,Royal Enfield,,,,
Bajaj Avenger Street 220,155000,Delhi,9000,First Owner,6,535,Royal Enfield,,,,
Bajaj Avenger Street 220,75000,Mumbai,16051,First Owner,3,150,Yamaha,,,,
Bajaj Avenger Street 220,25000,Faridabad,14649,First Owner,6,100,Hero,,,,
Bajaj Avenger Street 220,60000,Mumbai,31509,Second Owner,10,250,Honda,,,,
Bajaj Avenger Street 220,113600,Howrah,6000,First Owner,4,150,Yamaha,,,,
Bajaj Avenger Street 220,72000,Ghaziabad,22687,Second Owner,8,350,Royal Enfield,,,,
Bajaj Avenger Street 220,32000,Bangalore,41759,First Owner,11,125,Honda,,,,
Bajaj Avenger Street 220,50400,Patiala,37500,First Owner,5,160,Honda,,,,
Bajaj Avenger Street 220,155000,Navi Mumbai,2900,First Owner,2,350,Royal Enfield,,,,
Bajaj Avenger Street 220,170000,Gurgaon,3334,First Owner,3,500,Royal Enfield,,,,
Bajaj Avenger Street 220,118000,Chandigarh,18331,First Owner,5,200,KTM,,,,
Bajaj Avenger Street 220,36700,Mumbai,47000,First Owner,8,180,TVS,,,,
Bajaj Avenger Street 220,48000,Mumbai,14600,Second Owner,6,220,Bajaj,,,,
Bajaj Avenger Street 220,124000,Chennai,10168,First Owner,5,390,KTM,,,,
Bajaj Avenger Street 220,16000,Faridabad,19285,First Owner,12,100,Hero,,,,
Bajaj Avenger Street 220,112000,Faridabad,12552,First Owner,3,350,Royal Enfield,,,,
Bajaj Avenger Street 220,17500,Faridabad,22002,First Owner,11,100,Hero,,,,
Bajaj Avenger Street 220,64400,Delhi,12000,First Owner,3,180,Bajaj,,,,
Bajaj Avenger Street 220,30000,Jaipur,20917,First Owner,9,100,Hero,,,,
Bajaj Avenger Street 220,30000,Faridabad,21917,First Owner,5,100,Hero,,,,
Bajaj Avenger Street 220,25000,Faridabad,17870,First Owner,7,100,Bajaj,,,,
Bajaj Avenger Street 220,170000,Delhi,13000,First Owner,3,390,KTM,,,,
Bajaj Avenger Street 220,26000,Faridabad,10700,First Owner,12,150,Yamaha,,,,
Bajaj Avenger Street 220,22500,Jaipur,20632,First Owner,11,150,Yamaha,,,,
Bajaj Avenger Street 220,20000,Faridabad,35173,First Owner,9,150,Yamaha,,,,
Bajaj Avenger Street 220,18700,Faridabad,10546,First Owner,9,150,Yamaha,,,,
Bajaj Avenger Street 220,15000,Faridabad,13336,First Owner,10,150,Yamaha,,,,
Bajaj Avenger Street 220,90000,Ghaziabad,2672,First Owner,2,160,TVS,,,,
Bajaj Avenger Street 220,86000,Jaipur,12000,First Owner,3,180,TVS,,,,
Bajaj Avenger Street 220,78000,Jaipur,23918,First Owner,5,200,TVS,,,,
Bajaj Avenger Street 220,75000,Faridabad,5771,First Owner,3,160,TVS,,,,
Bajaj Avenger Street 220,68000,Jaipur,11123,First Owner,5,160,TVS,,,,
Bajaj Avenger Street 220,115000,Faridabad,17318,First Owner,6,350,Royal Enfield,,,,
Bajaj Avenger Street 220,100000,Gurgaon,13154,First Owner,5,300,Mahindra,,,,
Bajaj Avenger Street 220,700000,Delhi,285,First Owner,3,1000,Yamaha,,,,
Bajaj Avenger Street 220,12000,Noida,70000,First Owner,16,125,Bajaj,,,,
Bajaj Avenger Street 220,37000,Delhi,29000,First Owner,4,100,Hero,,,,
Bajaj Avenger Street 220,65000,Chennai,32000,First Owner,7,200,Bajaj,,,,
Bajaj Avenger Street 220,48400,Chennai,14500,First Owner,4,150,Bajaj,,,,
Bajaj Avenger Street 220,21000,Faridabad,20195,First Owner,5,125,Yamaha,,,,
Bajaj Avenger Street 220,159500,Bangalore,1000,First Owner,5,410,Royal Enfield,,,,
Bajaj Avenger Street 220,21000,Faridabad,15705,First Owner,4,100,Bajaj,,,,
Bajaj Avenger Street 220,36000,Chandigarh,8500,Second Owner,5,125,Honda,,,,
Bajaj Avenger Street 220,90000,Delhi,50000,First Owner,12,350,Royal Enfield,,,,
Bajaj Avenger Street 220,40000,Chennai,62000,First Owner,5,150,Yamaha,,,,
Bajaj Avenger Street 220,40000,Faridabad,8241,First Owner,9,160,TVS,,,,
Bajaj Avenger Street 220,154000,Ahmedabad,3749,First Owner,4,390,KTM,,,,
Bajaj Avenger Street 220,26000,Bangalore,67527,First Owner,8,150,Yamaha,,,,
Bajaj Avenger Street 220,200000,Ahmedabad,25000,First Owner,4,390,KTM,,,,
Bajaj Avenger Street 220,35000,Pune,40000,Second Owner,24,135,Yamaha,,,,
Bajaj Avenger Street 220,24800,Ahmedabad,38000,First Owner,8,180,Bajaj,,,,
Bajaj Avenger Street 220,80900,Mumbai,19500,First Owner,6,200,Bajaj,,,,
Bajaj Avenger Street 220,24000,Ahmedabad,26000,First Owner,8,100,Hero,,,,
Bajaj Avenger Street 220,22000,Jaipur,22000,First Owner,9,135,Bajaj,,,,
Bajaj Avenger Street 220,58000,Faridabad,11258,First Owner,3,160,TVS,,,,
Bajaj Avenger Street 220,80000,Faridabad,1700,First Owner,3,150,Suzuki,,,,
Bajaj Avenger Street 220,20000,Faridabad,20863,First Owner,10,100,Hero,,,,
Bajaj Avenger Street 220,19000,Faridabad,10887,First Owner,7,125,Bajaj,,,,
Bajaj Avenger Street 220,15000,Faridabad,20634,First Owner,12,100,Hero,,,,
Bajaj Avenger Street 220,54000,Delhi,3300,First Owner,3,100,Hero,,,,
Bajaj Avenger Street 220,52000,Delhi,2780,First Owner,3,100,Hero,,,,
Bajaj Avenger Street 220,500000,Delhi,5600,Second Owner,6,865,Triumph,,,,
Bajaj Avenger Street 220,70000,Indi,28411,First Owner,7,500,Royal Enfield,,,,
Bajaj Avenger Street 220,25000,Jaipur,20322,First Owner,10,125,Honda,,,,
Bajaj Avenger Street 220,65949,Hyderabad,25931,Second Owner,5,200,TVS,,,,
Bajaj Avenger Street 220,16000,Faridabad,14536,First Owner,7,125,Bajaj,,,,
Bajaj Avenger Street 220,120000,Bangalore,26000,Second Owner,5,250,Benelli,,,,
Bajaj Avenger Street 220,96000,Delhi,20755,First Owner,5,350,Royal Enfield,,,,
Bajaj Avenger Street 220,47000,Thane,23467,First Owner,3,110,Honda,,,,
Bajaj Avenger Street 220,11000,Delhi,30502,First Owner,14,150,Bajaj,,,,
Bajaj Avenger Street 220,25000,Faridabad,14319,First Owner,4,100,Bajaj,,,,
Bajaj Avenger Street 220,23000,Jaipur,28895,First Owner,8,100,TVS,,,,
Bajaj Avenger Street 220,83000,Pune,36083,First Owner,7,390,KTM,,,,
Bajaj Avenger Street 220,32000,Bangalore,41905,First Owner,7,100,Hero,,,,
Bajaj Avenger Street 220,65300,Hyderabad,23235,First Owner,7,150,Yamaha,,,,
Bajaj Avenger Street 220,95000,Delhi,15080,First Owner,5,350,Royal Enfield,,,,
Bajaj Avenger Street 220,19000,Faridabad,20089,First Owner,7,100,Bajaj,,,,
Bajaj Avenger Street 220,18000,Faridabad,15580,First Owner,7,100,Bajaj,,,,
Bajaj Avenger Street 220,24000,Faridabad,18294,First Owner,8,125,Honda,,,,
Bajaj Avenger Street 220,19000,Faridabad,15001,First Owner,8,100,Bajaj,,,,
Bajaj Avenger Street 220,171125,Bangalore,10000,First Owner,5,390,KTM,,,,
Bajaj Avenger Street 220,170000,Ambala,3100,First Owner,4,350,Royal Enfield,,,,
Bajaj Avenger Street 220,24000,Faridabad,6087,First Owner,4,100,Bajaj,,,,
Bajaj Avenger Street 220,20000,Delhi,62505,First Owner,8,150,Bajaj,,,,
Bajaj Avenger Street 220,23000,Muzaffarpur,40000,First Owner,8,110,Mahindra,,,,
Bajaj Avenger Street 220,31900,Bangalore,64000,First Owner,8,220,Bajaj,,,,
Bajaj Avenger Street 220,25000,Jaipur,20322,First Owner,10,125,Honda,,,,
Bajaj Avenger Street 220,65949,Hyderabad,25931,Second Owner,5,200,TVS,,,,
Bajaj Avenger Street 220,21000,Faridabad,23824,First Owner,8,100,Hero,,,,
Bajaj Avenger Street 220,23000,Faridabad,15660,First Owner,6,110,Honda,,,,
Bajaj Avenger Street 220,95000,Delhi,15080,First Owner,5,350,Royal Enfield,,,,
Bajaj Avenger Street 220,104100,Mumbai,35000,First Owner,11,500,Royal Enfield,,,,
Bajaj Avenger Street 220,16000,Jaipur,78370,First Owner,10,150,Hero,,,,
Bajaj Avenger Street 220,14700,Ahmedabad,80000,Second Owner,14,223,Hero,,,,
Bajaj Avenger Street 220,90000,Jaipur,15437,First Owner,7,350,Royal Enfield,,,,
Bajaj Avenger Street 220,33000,Delhi,10000,First Owner,4,100,Hero,,,,
Bajaj Avenger Street 220,20000,Delhi,25000,Second Owner,11,100,Hero,,,,
Bajaj Avenger Street 220,24500,Ahmedabad,24182,First Owner,10,110,Honda,,,,
,,,,,,,,,,,
Bajaj Avenger Street 220,96000,Delhi,20755,First Owner,5,350,Royal Enfield,,,,
Bajaj Avenger Street 220,22000,Pune,25000,First Owner,16,160,Hero,,,,
Bajaj Avenger Street 220,260000,Bangalore,4459,First Owner,4,250,Hyosung,,,,
Bajaj Avenger Street 220,70000,Indi,28411,First Owner,7,500,Royal Enfield,,,,
Bajaj Avenger Street 220,24000,Gurgaon,24593,First Owner,8,100,Hero,,,,
Bajaj Avenger Street 220,150000,Chennai,16000,First Owner,5,250,Benelli,,,,
Bajaj Avenger Street 220,67474,Delhi,13000,First Owner,3,220,Bajaj,,,,
Bajaj Avenger Street 220,140000,Delhi,8300,First Owner,4,500,Royal Enfield,,,,
Bajaj Avenger Street 220,117300,Mumbai,31000,First Owner,6,350,Royal Enfield,,,,
Bajaj Avenger Street 220,119200,Mumbai,12224,First Owner,4,350,Royal Enfield,,,,
Bajaj Avenger Street 220,89889,Chennai,3000,First Owner,11,350,Royal Enfield,,,,
Bajaj Avenger Street 220,97000,Delhi,15449,First Owner,5,200,KTM,,,,
Bajaj Avenger Street 220,21000,Gautam Buddha Nagar,13000,First Owner,4,100,Bajaj,,,,
Bajaj Avenger Street 220,90400,Thane,9300,First Owner,7,350,Royal Enfield,,,,
Bajaj Avenger Street 220,27000,Gurgaon,16500,First Owner,9,150,Bajaj,,,,
Bajaj Avenger Street 220,120000,Jind,10500,First Owner,5,350,Royal Enfield,,,,
Bajaj Avenger Street 220,9000,Gandhinagar,73000,First Owner,17,100,Bajaj,,,,
Bajaj Avenger Street 220,28950,Patna,27000,First Owner,10,150,Honda,,,,
Bajaj Avenger Street 220,16500,Delhi,19276,First Owner,11,100,Hero,,,,
Bajaj Avenger Street 220,52000,Bangalore,26329,First Owner,5,220,Bajaj,,,,
Bajaj Avenger Street 220,194000,Bangalore,9000,First Owner,4,390,KTM,,,,
Bajaj Avenger Street 220,8000,Delhi,21493,First Owner,16,125,Bajaj,,,,
Bajaj Avenger Street 220,500000,Delhi,200,First Owner,4,750,Harley-Davidson,,,,
Bajaj Avenger Street 220,43999,Mumbai,9900,First Owner,5,110,Honda,,,,
Bajaj Avenger Street 220,105000,Noida,19829,First Owner,4,410,Royal Enfield,,,,
,,,,,,,,,,,
Bajaj Avenger Street 220,16000,Delhi,22000,Second Owner,18,100,Hero,,,,
Bajaj Avenger Street 220,500000,Delhi,5600,Second Owner,6,865,Triumph,,,,
Bajaj Avenger Street 220,130000,Bangalore,14000,Second Owner,4,400,Bajaj,,,,
Bajaj Avenger Street 220,41000,Noida,120000,First Owner,17,350,Royal Enfield,,,,
Bajaj Avenger Street 220,90000,Delhi,27445,First Owner,5,350,Royal Enfield,,,,
Bajaj Avenger Street 220,47000,Haldwani,44000,First Owner,8,150,Honda,,,,
Bajaj Avenger Street 220,25000,Ahmedabad,51917,First Owner,6,110,Honda,,,,
Bajaj Avenger Street 220,65000,Delhi,26545,First Owner,9,200,KTM,,,,
Bajaj Avenger Street 220,25000,Faridabad,16208,First Owner,5,100,TVS,,,,
Bajaj Avenger Street 220,25000,Faridabad,17194,First Owner,4,100,TVS,,,,
Bajaj Avenger Street 220,32000,Gurgaon,22221,First Owner,5,100,Hero,,,,
Bajaj Avenger Street 220,21000,Delhi,32706,First Owner,10,150,Hero,,,,
Bajaj Avenger Street 220,32000,Hyderabad,27176,Second Owner,6,223,Hero,,,,
Bajaj Avenger Street 220,50000,Bangalore,11067,First Owner,5,220,Bajaj,,,,
Bajaj Avenger Street 220,41000,Delhi,20050,First Owner,4,100,Hero,,,,
Bajaj Avenger Street 220,20000,Sonepat,60000,First Owner,14,100,Hero,,,,
Bajaj Avenger Street 220,73700,Chennai,18000,First Owner,9,350,Royal Enfield,,,,
Bajaj Avenger Street 220,60000,Chennai,40000,First Owner,15,350,Royal Enfield,,,,
Bajaj Avenger Street 220,104300,Nayagarh,25276,First Owner,3,200,TVS,,,,
Bajaj Avenger Street 220,57000,Thane,4178,Second Owner,10,350,Royal Enfield,,,,
,,,,,,,,,,,
Bajaj Avenger Street 220,83000,Kolkata,13800,Second Owner,7,350,Royal Enfield,,,,
Bajaj Avenger Street 220,40000,Kolkata,12222,First Owner,8,150,Honda,,,,
Bajaj Avenger Street 220,42000,Ghaziabad,12000,First Owner,7,150,Yamaha,,,,
Bajaj Avenger Street 220,31500,Bangalore,33000,Second Owner,11,150,Yamaha,,,,
Bajaj Avenger Street 220,160000,Bangalore,11525,First Owner,4,200,KTM,,,,
Bajaj Avenger Street 220,43000,Jalgaon,36000,First Owner,5,150,Hero,,,,
Bajaj Avenger Street 220,22000,Hyderabad,27400,First Owner,12,150,Bajaj,,,,
Bajaj Avenger Street 220,10000,Chennai,43000,First Owner,15,110,TVS,,,,
Bajaj Avenger Street 220,192000,Mumbai,16000,First Owner,6,300,Benelli,,,,
Bajaj Avenger Street 220,65500,Ahmedabad,7347,First Owner,10,350,Royal Enfield,,,,
Bajaj Avenger Street 220,34000,Pune,40000,First Owner,11,200,Bajaj,,,,
Bajaj Avenger Street 220,83000,Delhi,3810,First Owner,2,150,Yamaha,,,,
Bajaj Avenger Street 220,34000,Mumbai,25000,First Owner,9,150,Hero,,,,
Bajaj Avenger Street 220,21000,Hooghly,61249,First Owner,9,150,Hero,,,,
Bajaj Avenger Street 220,21000,Faridabad,46019,First Owner,9,150,Hero,,,,
Bajaj Avenger Street 220,82001,Kolkata,11271,First Owner,9,350,Royal Enfield,,,,
Bajaj Avenger Street 220,69000,Kolkata,26530,First Owner,10,350,Royal Enfield,,,,
Bajaj Avenger Street 220,23698,Panvel,48000,First Owner,10,100,Hero,,,,
Bajaj Avenger Street 220,20000,Gurgaon,22000,First Owner,6,150,Bajaj,,,,
,,,,,,,,,,,
Bajaj Avenger Street 220,30000,Ghaziabad,19546,First Owner,8,100,Hero,,,,
Bajaj Avenger Street 220,111400,Ludhiana,13600,First Owner,6,390,KTM,,,,
Bajaj Avenger Street 220,95000,Delhi,5909,First Owner,7,535,Royal Enfield,,,,
Bajaj Avenger Street 220,200000,Delhi,6500,First Owner,3,390,KTM,,,,
Bajaj Avenger Street 220,120000,Pune,40700,First Owner,6,390,KTM,,,,
,,,,,,,,,,,
Bajaj Avenger Street 220,75000,Delhi,41007,First Owner,8,250,Honda,,,,
Bajaj Avenger Street 220,110700,Bangalore,14600,Second Owner,5,250,Benelli,,,,
Bajaj Avenger Street 220,28000,Bangalore,23266,First Owner,9,150,Bajaj,,,,
Bajaj Avenger Street 220,146000,Bangalore,381,First Owner,2,295,Jawa,,,,
Bajaj Avenger Street 220,69500,Ahmedabad,19927,First Owner,7,350,Royal Enfield,,,,
Bajaj Avenger Street 220,15000,Faridabad,47580,First Owner,11,150,Bajaj,,,,
Bajaj Avenger Street 220,50000,Hyderabad,20084,Second Owner,4,160,Honda,,,,
Bajaj Avenger Street 220,160000,Hyderabad,18000,First Owner,3,200,KTM,,,,
Bajaj Avenger Street 220,75000,Mumbai,27030,First Owner,4,200,TVS,,,,
Bajaj Avenger Street 220,24000,Gurgaon,24500,First Owner,7,100,Hero,,,,
Bajaj Avenger Street 220,27000,Gurgaon,22493,First Owner,7,100,Hero,,,,
Bajaj Avenger Street 220,30000,Gurgaon,21000,First Owner,7,110,Honda,,,,
Bajaj Avenger Street 220,350000,Jaipur,8600,First Owner,7,750,Harley-Davidson,,,,
Bajaj Avenger Street 220,18000,Delhi,7276,First Owner,8,110,Honda,,,,
Bajaj Avenger Street 220,35000,Bangalore,30947,First Owner,4,110,Hero,,,,
Bajaj Avenger Street 220,23500,Bangalore,27500,First Owner,11,150,Yamaha,,,,
Bajaj Avenger Street 220,25000,Bangalore,5000,First Owner,10,150,Yamaha,,,,
Bajaj Avenger Street 220,950000,Delhi,21000,First Owner,8,1300,Suzuki,,,,
Bajaj Avenger Street 220,9000,Delhi,50000,First Owner,16,100,Bajaj,,,,
Bajaj Avenger Street 220,172000,Hyderabad,3165,First Owner,2,410,Royal Enfield,,,,
Bajaj Avenger Street 220,230000,Chennai,285,First Owner,5,250,Hyosung,,,,
Bajaj Avenger Street 220,21500,Delhi,43500,First Owner,6,110,Mahindra,,,,
Bajaj Avenger Street 220,34000,Mumbai,25000,First Owner,9,150,Hero,,,,
Bajaj Avenger Street 220,21000,Hooghly,61249,First Owner,9,150,Hero,,,,
Bajaj Avenger Street 220,21000,Faridabad,46019,First Owner,9,150,Hero,,,,
Bajaj Avenger Street 220,82001,Kolkata,11271,First Owner,9,350,Royal Enfield,,,,
Bajaj Avenger Street 220,56000,Jaipur,15131,First Owner,6,150,Honda,,,,
Bajaj Avenger Street 220,83000,Delhi,3810,First Owner,2,150,Yamaha,,,,
Bajaj Avenger Street 220,52000,Delhi,4610,First Owner,3,100,Hero,,,,
Bajaj Avenger Street 220,69000,Kolkata,26530,First Owner,10,350,Royal Enfield,,,,
Bajaj Avenger Street 220,20000,Delhi,60000,First Owner,10,125,Hero,,,,
Bajaj Avenger Street 220,46000,Alibag,50000,First Owner,4,150,Yamaha,,,,
Bajaj Avenger Street 220,246800,Gurgaon,4500,First Owner,5,320,Yamaha,,,,
Bajaj Avenger Street 220,46000,Tiruvallur,30500,First Owner,7,200,Bajaj,,,,
Bajaj Avenger Street 220,63000,Ludhiana,10613,First Owner,8,350,Royal Enfield,,,,
Bajaj Avenger Street 220,7500,Ahmedabad,100000,Second Owner,16,135,Hero,,,,
Bajaj Avenger Street 220,44000,Ghaziabad,13138,First Owner,4,150,Bajaj,,,,
Bajaj Avenger Street 220,42000,Jaipur,58000,First Owner,5,220,Bajaj,,,,
Bajaj Avenger Street 220,54200,Ahmedabad,33750,First Owner,5,220,Bajaj,,,,
Bajaj Avenger Street 220,35000,Delhi,17325,First Owner,7,150,Yamaha,,,,
Bajaj Avenger Street 220,80000,Nagpur,45000,First Owner,18,350,Royal Enfield,,,,
Bajaj Avenger Street 220,53214,Jaipur,15492,First Owner,2,110,Honda,,,,
Bajaj Avenger Street 220,40000,Delhi,29697,First Owner,4,100,Hero,,,,
Bajaj Avenger Street 220,18800,Ahmedabad,72000,First Owner,10,125,Bajaj,,,,
Bajaj Avenger Street 220,41000,Mumbai,38133,First Owner,5,150,Suzuki,,,,
Bajaj Avenger Street 220,37000,Delhi,24259,Second Owner,5,150,Suzuki,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Bajaj Avenger Street 220,140000,Hyderabad,37000,Second Owner,5,390,KTM,,,,
Bajaj Avenger Street 220,58000,Pune,14560,First Owner,7,150,Yamaha,,,,
Bajaj Avenger Street 220,94038,Delhi,18871,First Owner,4,350,Royal Enfield,,,,
Bajaj Avenger Street 220,90000,Ambikapur,31600,First Owner,6,350,Royal Enfield,,,,
Bajaj Avenger Street 220,91804,Hyderabad,300965,First Owner,7,350,Royal Enfield,,,,
Bajaj Avenger Street 220,104700,Hyderabad,26000,First Owner,7,350,Royal Enfield,,,,
Bajaj Avenger Street 220,73000,Faridabad,31254,First Owner,6,350,Royal Enfield,,,,
Bajaj Avenger Street 220,65000,Chennai,13441,Second Owner,8,350,Royal Enfield,,,,
Bajaj Avenger Street 220,50000,Patna,33500,First Owner,7,200,Bajaj,,,,
Bajaj Avenger Street 220,850000,Guwahati,285,First Owner,3,1000,Yamaha,,,,
Bajaj Avenger Street 220,52000,Faridabad,16229,First Owner,4,150,Yamaha,,,,
Bajaj Avenger Street 220,33000,Chennai,15557,First Owner,8,150,Bajaj,,,,
Bajaj Avenger Street 220,100000,Delhi,23090,First Owner,5,350,Royal Enfield,,,,
Bajaj Avenger Street 220,329000,Delhi,3252,Second Owner,7,650,Kawasaki,,,,
Bajaj Avenger Street 220,47800,Muzaffarpur,4800,First Owner,4,100,Hero,,,,
Bajaj Avenger Street 220,30000,Dhanbad,40000,First Owner,13,160,TVS,,,,
Bajaj Avenger Street 220,25000,Delhi,17799,First Owner,6,110,Hero,,,,
Bajaj Avenger Street 220,35000,Delhi,26796,First Owner,6,150,Suzuki,,,,
Bajaj Avenger Street 220,82000,Kolkata,15000,First Owner,6,500,Royal Enfield,,,,
Bajaj Avenger Street 220,20457,Kolkata,43000,Second Owner,8,150,Hero,,,,
Bajaj Avenger Street 220,550000,Delhi,20000,First Owner,6,883,Harley-Davidson,,,,
Bajaj Avenger Street 220,27000,Delhi,15000,First Owner,9,150,Bajaj,,,,
Bajaj Avenger Street 220,22000,Salem,65000,First Owner,9,180,TVS,,,,
Bajaj Avenger Street 220,21300,Indore,45000,First Owner,11,135,Bajaj,,,,
Bajaj Avenger Street 220,178300,Udupi,2100,First Owner,4,400,Bajaj,,,,
Bajaj Avenger Street 220,53214,Jaipur,15492,First Owner,2,110,Honda,,,,
Bajaj Avenger Street 220,10000,Pune,50745,First Owner,12,125,Bajaj,,,,
,,,,,,,,,,,
Bajaj Avenger Street 220,40000,Delhi,29697,First Owner,4,100,Hero,,,,
Bajaj Avenger Street 220,170000,Pune,3805,First Owner,7,300,Kawasaki,,,,
Bajaj Avenger Street 220,20000,Gurgaon,22000,First Owner,6,150,Bajaj,,,,
Bajaj Avenger Street 220,140000,Bangalore,1121,First Owner,3,350,Royal Enfield,,,,
Bajaj Avenger Street 220,160000,Bangalore,8000,First Owner,4,250,KTM,,,,
Bajaj Avenger Street 220,30000,Delhi,28586,First Owner,5,100,Hero,,,,
Bajaj Avenger Street 220,83000,Delhi,25933,Second Owner,6,200,KTM,,,,
Bajaj Avenger Street 220,125000,Bangalore,27400,First Owner,4,400,Bajaj,,,,
Bajaj Avenger Street 220,170000,Pune,3805,First Owner,7,300,Kawasaki,,,,
Bajaj Avenger Street 220,75000,Pune,36670,First Owner,9,250,Honda,,,,
Bajaj Avenger Street 220,10000,Pune,50745,First Owner,12,125,Bajaj,,,,
Bajaj Avenger Street 220,44600,Mumbai,50000,First Owner,5,150,Yamaha,,,,
Bajaj Avenger Street 220,32000,Gurgaon,8500,First Owner,9,150,Yamaha,,,,
Bajaj Avenger Street 220,289000,Delhi,18000,Second Owner,7,650,Kawasaki,,,,
Bajaj Avenger Street 220,18000,Jodhpur,17989,First Owner,11,100,Hero,,,,
Bajaj Avenger Street 220,35000,Kolkata,15000,First Owner,5,100,Bajaj,,,,
Bajaj Avenger Street 220,30000,Delhi,27000,First Owner,12,150,Yamaha,,,,
Bajaj Avenger Street 220,280000,Pune,20785,First Owner,6,650,Kawasaki,,,,
Bajaj Avenger Street 220,85000,Bangalore,11766,First Owner,8,350,Royal Enfield,,,,
Bajaj Avenger Street 220,34000,Delhi,23188,First Owner,5,125,Hero,,,,
Bajaj Avenger Street 220,15000,Delhi,27599,First Owner,9,150,Hero,,,,
Bajaj Avenger Street 220,12000,Ghaziabad,14333,First Owner,10,110,TVS,,,,
Bajaj Avenger Street 220,34000,Delhi,12580,First Owner,8,150,Yamaha,,,,
Bajaj Avenger Street 220,18000,Delhi,67714,First Owner,7,125,Bajaj,,,,
Bajaj Avenger Street 220,30000,Delhi,28586,First Owner,5,100,Hero,,,,
Bajaj Avenger Street 220,160000,Bangalore,8000,First Owner,4,250,KTM,,,,
Bajaj Avenger Street 220,42000,Jaipur,58000,First Owner,5,220,Bajaj,,,,
Bajaj Avenger Street 220,44000,Ghaziabad,13138,First Owner,4,150,Bajaj,,,,
Bajaj Avenger Street 220,46000,Tiruvallur,30500,First Owner,7,200,Bajaj,,,,
Bajaj Avenger Street 220,75000,Mumbai,27030,First Owner,4,200,TVS,,,,
Bajaj Avenger Street 220,110700,Bangalore,14600,Second Owner,5,250,Benelli,,,,
Bajaj Avenger Street 220,75000,Pune,36670,First Owner,9,250,Honda,,,,
Bajaj Avenger Street 220,125000,Bangalore,27400,First Owner,4,400,Bajaj,,,,
Bajaj Avenger Street 220,350000,Jaipur,8600,First Owner,7,750,Harley-Davidson,,,,
Bajaj Avenger Street 220,44600,Mumbai,50000,First Owner,5,150,Yamaha,,,,
Bajaj Avenger Street 220,69500,Ahmedabad,19927,First Owner,7,350,Royal Enfield,,,,
Bajaj Avenger Street 220,50000,Hyderabad,20084,Second Owner,4,160,Honda,,,,
Bajaj Avenger Street 220,15000,Faridabad,47580,First Owner,11,150,Bajaj,,,,
Bajaj Avenger Street 220,160000,Hyderabad,18000,First Owner,3,200,KTM,,,,
,,,,,,,,,,,
Bajaj Avenger Street 220,28000,Bangalore,23266,First Owner,9,150,Bajaj,,,,
Bajaj Avenger Street 220,172000,Hyderabad,3165,First Owner,2,410,Royal Enfield,,,,
Bajaj Avenger Street 220,23500,Bangalore,27500,First Owner,11,150,Yamaha,,,,
Bajaj Avenger Street 220,950000,Delhi,21000,First Owner,8,1300,Suzuki,,,,
Bajaj Avenger Street 220,950000,Delhi,4600,First Owner,4,1200,Triumph,,,,
Bajaj Avenger Street 220,22000,Delhi,13496,First Owner,3,100,Bajaj,,,,
Bajaj Avenger Street 220,40000,Bangalore,47486,Second Owner,11,150,Yamaha,,,,
Bajaj Avenger Street 220,14500,Ahmedabad,78882,First Owner,18,100,Hero,,,,
Bajaj Avenger Street 220,49000,Junagadh,21000,First Owner,6,223,Hero,,,,
Bajaj Avenger Street 220,28000,Jaipur,23000,First Owner,10,110,Honda,,,,
Bajaj Avenger Street 220,263000,Delhi,1178,First Owner,2,390,KTM,,,,
Bajaj Avenger Street 220,62000,Bangalore,40000,Second Owner,9,250,Honda,,,,
Bajaj Avenger Street 220,65300,Bangalore,40000,First Owner,6,150,Yamaha,,,,
,,,,,,,,,,,
Bajaj Avenger Street 220,65000,Bangalore,27909,First Owner,7,150,Yamaha,,,,
Bajaj Avenger Street 220,38000,Jaipur,23497,First Owner,5,100,Hero,,,,
Bajaj Avenger Street 220,45000,Gorakhpur,21000,First Owner,4,150,Bajaj,,,,
Bajaj Avenger Street 220,45000,Mumbai,25000,First Owner,5,160,TVS,,,,
Bajaj Avenger Street 220,32600,Mumbai,23500,First Owner,7,150,Yamaha,,,,
Bajaj Avenger Street 220,119000,Pune,8699,First Owner,4,350,Royal Enfield,,,,
Bajaj Avenger Street 220,150000,Pune,4900,First Owner,4,350,Royal Enfield,,,,
Bajaj Avenger Street 220,37500,Chennai,20192,First Owner,5,125,Honda,,,,
Bajaj Avenger Street 220,17000,Chennai,33000,First Owner,11,100,Hero,,,,
Bajaj Avenger Street 220,95000,Pune,14000,First Owner,3,200,TVS,,,,
Bajaj Avenger Street 220,34500,Delhi,26383,First Owner,4,100,Bajaj,,,,
Bajaj Avenger Street 220,75000,Hyderabad,48000,First Owner,5,150,Yamaha,,,,
Bajaj Avenger Street 220,140000,Hyderabad,9465,First Owner,4,250,KTM,,,,
Bajaj Avenger Street 220,45000,Jaipur,20431,First Owner,7,160,TVS,,,,
Bajaj Avenger Street 220,36000,Jaipur,18988,First Owner,6,100,Hero,,,,
Bajaj Avenger Street 220,130000,Pune,5300,First Owner,3,350,Royal Enfield,,,,
Bajaj Avenger Street 220,11000,Gurgaon,52000,First Owner,14,100,TVS,,,,
Bajaj Avenger Street 220,22000,Gurgaon,18000,First Owner,8,100,Hero,,,,
